gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,116.17,2555.74,mid,2,1,116.16999999999999
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,36.55,1864.05,loyal,2,1,36.55
Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,90.24,4060.8,loyal,4,1,90.24000000000001
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),113.01,4068.36,mid,3,1,113.01
Female,0,Yes,No,21,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),94.52,1984.92,mid,4,0,94.52000000000001
Female,0,No,No,69,Yes,No phone service,No,No,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,47.98,3310.62,loyal,1,0,47.98
Female,0,No,No,33,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.6,2923.8,mid,1,1,88.60000000000001
Female,1,No,Yes,4,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,92.72,370.88,new,3,1,92.72
Male,0,Yes,No,39,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.76,1277.64,loyal,4,0,32.760000000000005
Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,26.09,1252.32,loyal,1,1,26.09
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.81,723.91,new,0,1,65.81
Female,0,No,No,54,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),80.17,4329.18,loyal,1,1,80.17
Male,0,Yes,No,18,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,21.99,395.82,mid,3,0,21.99
Male,0,No,No,27,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.62,1285.74,mid,2,0,47.62
Female,0,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.99,2807.28,loyal,2,1,38.99
Female,0,Yes,No,31,Yes,Yes,No,No,Yes,No,No,No,No,One year,No,Electronic check,50.66,1570.46,mid,1,0,50.660000000000004
Female,0,No,No,57,Yes,Yes,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,43.71,2491.47,loyal,1,0,43.709999999999994
Male,0,No,No,70,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),117.86,8250.2,loyal,1,1,117.86000000000001
Female,0,No,No,38,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,93.23,3542.74,loyal,3,0,93.22999999999999
Male,1,Yes,Yes,30,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,102.56,3076.8,mid,2,1,102.56
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,116.71,4668.4,loyal,2,1,116.71
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,97.51,1852.69,mid,1,1,97.51
Male,1,No,No,34,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,63.95,2174.3,mid,2,0,63.95
Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,5530.55,loyal,2,1,104.35000000000001
Female,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.59,133.77,new,2,1,44.59
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,60.25,3494.5,loyal,2,1,60.25
Male,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,No,Credit card (automatic),91.0,1911.0,mid,3,1,91.0
Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.19,5793.21,loyal,3,1,98.19
Female,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),30.74,1383.3,loyal,3,1,30.74
Female,1,Yes,No,12,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,21.73,260.76,new,2,0,21.73
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,107.08,7174.36,loyal,3,1,107.08
Male,1,Yes,No,9,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),80.54,724.86,new,1,0,80.54
Female,0,No,Yes,42,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,112.21,4712.82,loyal,3,1,112.21
Female,1,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.61,1974.09,loyal,5,1,28.61
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.59,310.77,new,1,1,103.58999999999999
Male,0,No,Yes,4,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),28.4,113.6,new,2,0,28.4
Male,0,No,No,50,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.39,5819.5,loyal,1,0,116.39
Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,37.99,1443.62,loyal,1,1,37.989999999999995
Male,1,Yes,No,45,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.34,4560.3,loyal,3,1,101.34
Female,1,Yes,Yes,10,Yes,No,No,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),84.67,846.7,new,2,0,84.67
Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),42.08,504.96,new,1,1,42.08
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.79,3322.23,loyal,3,1,89.79
Male,0,No,No,70,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.79,4325.3,loyal,4,1,61.79
Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.45,5826.1,loyal,3,1,100.45
Male,0,Yes,No,49,No,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,50.39,2469.11,loyal,2,1,50.39
Male,0,No,Yes,15,Yes,No phone service,No,No,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,26.4,396.0,mid,3,0,26.4
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,95.42,6202.3,loyal,1,1,95.42
Male,0,No,Yes,69,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.32,1816.08,loyal,2,1,26.32
Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.43,4316.94,loyal,3,1,74.42999999999999
Male,0,No,Yes,39,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,82.59,3221.01,loyal,2,1,82.59
Female,1,Yes,No,17,No,No,No,No,No,No,Yes,Yes,No internet service,One year,No,Mailed check,69.44,1180.48,mid,2,0,69.44
Female,0,Yes,No,19,No,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.2,1333.8,mid,0,1,70.2
Male,0,Yes,No,69,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),109.25,7538.25,loyal,2,1,109.25
Female,1,No,Yes,34,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.7,1621.8,mid,3,1,47.699999999999996
Male,1,No,Yes,46,No,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,76.35,3512.1,loyal,2,1,76.35
Male,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,42.72,2435.04,loyal,2,1,42.72
Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.75,3319.75,loyal,0,1,67.75
Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),19.41,601.71,mid,2,1,19.41
Male,0,Yes,No,5,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,27.87,139.35,new,1,1,27.869999999999997
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,111.25,556.25,new,3,1,111.25
Male,0,Yes,No,46,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),59.13,2719.98,loyal,0,1,59.13
Male,0,No,Yes,45,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.86,4133.7,loyal,1,1,91.86
Female,0,Yes,No,60,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.43,2425.8,loyal,0,0,40.43
Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,99.66,5082.66,loyal,1,1,99.66
Male,0,No,Yes,67,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,90.34,6052.78,loyal,0,1,90.33999999999999
Male,1,No,No,29,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,110.07,3192.03,mid,1,1,110.07000000000001
Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),22.67,793.45,mid,4,1,22.67
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.82,2997.06,mid,2,1,90.82
Female,0,No,No,38,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,52.76,2004.88,loyal,2,1,52.760000000000005
Male,1,No,No,1,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,110.51,110.51,new,3,1,110.51
Male,0,Yes,Yes,41,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),91.27,3742.07,loyal,1,1,91.27000000000001
Female,0,Yes,No,24,No,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.83,715.92,mid,3,1,29.83
Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,118.88,4160.8,mid,2,1,118.88000000000001
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.87,183.48,new,2,1,45.87
Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,70.88,1275.84,mid,3,1,70.88
Male,0,No,No,40,Yes,No phone service,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),106.56,4262.4,loyal,2,0,106.55999999999999
Female,1,No,No,61,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.87,2493.07,loyal,0,1,40.870000000000005
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,115.49,7044.89,loyal,1,1,115.49000000000001
Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,30.63,459.45,mid,2,1,30.63
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,105.61,2323.42,mid,0,1,105.61
Female,0,Yes,Yes,34,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),82.51,2805.34,mid,3,1,82.51
Male,0,Yes,Yes,13,No,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Electronic check,62.46,811.98,mid,0,1,62.46
Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),68.96,1379.2,mid,2,1,68.96000000000001
Male,0,No,No,3,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.5,184.5,new,2,1,61.5
Female,0,No,No,64,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,97.5,6240.0,loyal,2,1,97.5
Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.3,0.0,new,3,1,0.0
Male,0,Yes,No,46,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.52,2323.92,loyal,1,1,50.52
Female,0,No,Yes,3,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),40.9,122.7,new,1,0,40.9
Male,0,No,No,1,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,33.98,33.98,new,1,1,33.98
Male,0,No,No,20,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.48,1489.6,mid,3,0,74.47999999999999
Male,1,No,No,71,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,28.35,2012.85,loyal,3,0,28.349999999999998
Female,0,No,Yes,40,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,One year,No,Electronic check,19.25,770.0,loyal,2,0,19.25
Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,77.06,5317.14,loyal,3,1,77.06
Female,0,Yes,No,15,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.96,1589.4,mid,3,1,105.96000000000001
Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),36.71,1578.53,loyal,4,1,36.71
Male,0,Yes,No,24,Yes,No,No,Yes,No,No,No,No,No,Two year,No,Electronic check,116.33,2791.92,mid,1,0,116.33
Male,0,No,No,48,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.11,3989.28,loyal,2,0,83.11
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,119.93,3717.83,mid,2,1,119.92999999999999
Male,0,Yes,No,12,No,No,No,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,72.01,864.12,new,1,0,72.01
Male,0,Yes,No,22,No,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Electronic check,107.62,2367.64,mid,0,1,107.61999999999999
Male,1,Yes,No,70,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,51.9,3633.0,loyal,2,1,51.9
Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Electronic check,50.32,3019.2,loyal,2,1,50.32
Female,0,No,No,5,No,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),76.4,382.0,new,1,1,76.4
Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),83.67,3012.12,mid,4,1,83.67
Male,1,Yes,No,37,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Mailed check,71.06,2629.22,loyal,1,1,71.05999999999999
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.85,644.4,mid,2,1,26.849999999999998
Female,0,No,No,17,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.96,1631.32,mid,3,1,95.96
Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),34.11,1978.38,loyal,2,1,34.11
Male,0,No,No,23,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.64,1279.72,mid,3,1,55.64
Female,0,Yes,Yes,56,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,102.01,5712.56,loyal,2,1,102.01
Female,0,No,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,83.68,4518.72,loyal,4,1,83.68
Male,0,Yes,No,48,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,25.3,1214.4,loyal,1,0,25.3
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.55,1777.6,mid,2,1,55.55
Female,0,Yes,No,32,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Electronic check,81.85,2619.2,mid,1,0,81.85
Male,0,No,No,29,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),85.4,2476.6,mid,2,1,85.39999999999999
Male,0,No,No,58,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,110.75,6423.5,loyal,2,1,110.75
Male,0,No,No,5,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.22,411.1,new,2,1,82.22
Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,25.11,1180.17,loyal,3,1,25.110000000000003
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,69.27,4779.63,loyal,1,1,69.27
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),50.21,903.78,mid,3,1,50.21
Female,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,105.71,4334.11,loyal,2,1,105.71
Male,0,No,No,54,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.54,3971.16,loyal,3,0,73.53999999999999
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,32.51,1983.11,loyal,3,1,32.51
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,No,Electronic check,82.97,248.91,new,2,1,82.97
Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,116.58,2098.44,mid,2,1,116.58
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,68.47,1437.87,mid,2,1,68.47
Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,37.92,417.12,new,4,1,37.92
Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),63.93,2173.62,mid,2,1,63.93
Female,0,Yes,No,19,Yes,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,48.92,929.48,mid,2,0,48.92
Male,0,Yes,No,59,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,37.82,2231.38,loyal,2,0,37.82
Female,0,Yes,No,57,No,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,55.75,3177.75,loyal,2,1,55.75
Male,0,No,No,26,Yes,No,No,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),89.0,2314.0,mid,1,0,89.0
Male,0,Yes,No,4,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,85.39,341.56,new,1,1,85.39
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.67,2151.09,mid,4,1,79.67
Male,0,No,Yes,21,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),51.78,1087.38,mid,2,0,51.78000000000001
Female,0,No,No,64,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,75.22,4814.08,loyal,0,1,75.22
Female,0,Yes,No,53,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.36,3729.08,loyal,1,0,70.36
Male,0,No,Yes,10,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,54.02,540.2,new,3,1,54.02
Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.43,2460.75,mid,3,1,98.43
Female,0,No,No,41,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),73.64,3019.24,loyal,4,1,73.64
Female,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.61,4378.55,loyal,0,0,79.61
Female,0,No,Yes,20,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),119.38,2387.6,mid,3,1,119.38
Female,0,No,Yes,46,No,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.36,3236.56,loyal,0,1,70.36
Male,0,Yes,No,33,Yes,No,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.94,2110.02,mid,1,0,63.94
Female,0,No,Yes,51,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.78,1926.78,loyal,1,1,37.78
Male,0,Yes,No,49,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,31.67,1551.83,loyal,1,1,31.669999999999998
Male,0,No,Yes,33,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),38.14,1258.62,mid,4,1,38.13999999999999
Male,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,57.19,2401.98,loyal,3,1,57.19
Female,0,No,No,49,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,113.53,5562.97,loyal,1,1,113.53
Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),62.34,4426.14,loyal,2,1,62.34
Male,0,No,No,26,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.39,946.14,mid,3,1,36.39
Male,0,No,Yes,1,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),115.25,115.25,new,2,0,115.25
Female,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,119.8,1078.2,new,3,1,119.80000000000001
Female,0,Yes,No,54,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),113.89,6150.06,loyal,1,1,113.89
Female,0,No,Yes,44,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,96.96,4266.24,loyal,1,0,96.96
Male,0,Yes,No,3,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,73.96,221.88,new,3,0,73.96
Female,0,Yes,No,25,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.28,1932.0,mid,1,1,77.28
Male,0,No,No,39,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,104.09,4059.51,loyal,3,0,104.09
Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,52.07,3280.41,loyal,1,1,52.07
Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.68,7084.92,loyal,1,1,102.68
Male,0,Yes,No,29,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,53.91,1563.39,mid,2,1,53.910000000000004
Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.53,4798.09,loyal,2,1,90.53
Female,0,Yes,No,63,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.79,3955.77,loyal,4,1,62.79
Female,1,No,Yes,25,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,26.52,663.0,mid,2,1,26.52
Male,0,No,No,67,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,36.99,2478.33,loyal,3,0,36.99
Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),26.42,977.54,loyal,2,1,26.419999999999998
Female,0,Yes,No,35,No,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,30.33,1061.55,mid,1,1,30.33
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),82.9,1823.8,mid,1,1,82.89999999999999
Female,1,No,Yes,46,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,44.05,2026.3,loyal,2,1,44.05
Female,0,No,Yes,55,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.45,4589.75,loyal,4,1,83.45
